factor_type,factor_level,effect_judge,ci_judge_low,ci_judge_high,effect_fan,ci_fan_low,ci_fan_high,diff_fan_minus_judge,diff_ci_low,diff_ci_high,direction_match
pro_dancer,Ezra Sosa (Apolo Anton Ohno week 9),0.11451663471056736,0.00662843914571612,0.2224048302754186,0.2531922531464627,0.11063348971944065,0.39575101657348477,0.13867561843589535,-0.04010599071918872,0.3174572275909794,1
pro_dancer,Fabian Sanchez,0.03367644052504499,-0.09511786416389614,0.1624707452139861,0.01802998973617826,-0.023240327441918958,0.05930030691427548,-0.015646450788866728,-0.15089145809149715,0.11959855651376369,1
pro_dancer,Gleb Savchenko,0.036452581679205544,-0.01385133521134587,0.08675649856975695,-0.04299958433695662,-0.060737607010930686,-0.02526156166298256,-0.07945216601616217,-0.1327918463949751,-0.026112485637349234,0
pro_dancer,Henry Byalikov,0.09354476628866158,-0.1964259568828981,0.3835154894602213,0.05457472612162763,-0.08719570656666033,0.1963451588099156,-0.038970040167033954,-0.361742213504919,0.2838021331708511,1
pro_dancer,Inna Brayer,0.036305240996570336,-0.2537461416102554,0.32635662360339607,-0.030378565542825437,-0.05659412109041093,-0.004163009995239941,-0.06668380653939578,-0.35791749261434097,0.22454987953554945,0
pro_dancer,Jan Ravnik,-0.1107908513109582,-0.23606743978010464,0.014485737158188239,0.1463613739012124,-0.005484943316108881,0.2982076911185337,0.2571522252121706,0.060298148112072875,0.45400630231226835,0
pro_dancer,Jenna Johnson,0.1144056554484435,0.06140139844561284,0.16740991245127415,-0.01412294252691981,-0.03652507310234657,0.008279188048506945,-0.1285285979753633,-0.18607255260780575,-0.07098464334292089,0
pro_dancer,Jesse DeSoto,-0.011565951162057326,-0.22464054000534958,0.20150863768123492,-0.021100521633091767,-0.052113794587524645,0.009912751321341107,-0.009534570471034442,-0.2248543408361456,0.2057851998940767,1
pro_dancer,Jonathan Roberts,0.09854764739946299,0.024074686695927897,0.17302060810299807,-0.011705161851688952,-0.03087611791421302,0.007465794210835116,-0.11025280925115194,-0.18715370282399355,-0.033351915678310334,0
pro_dancer,Julianne Hough,0.02848539547925612,-0.03690514795146506,0.0938759389099773,0.014778461356776228,-0.011525833989663248,0.041082756703215706,-0.013706934122479893,-0.08418983363603388,0.0567759653910741,1
pro_dancer,Karina Smirnoff,0.03808894586660322,-0.01254373975425948,0.08872163148746592,0.003789498291120556,-0.014866179221530492,0.022445175803771606,-0.034299447575482665,-0.08825964732156544,0.019660752170600114,1
pro_dancer,Keo Motsepe,0.03835507666705169,-0.02444251746641849,0.10115267080052187,-0.006840669696580696,-0.02435348311441609,0.010672143721254697,-0.04519574636363238,-0.11038958397701394,0.019998091249749175,0
pro_dancer,Koko Iwasaki,-0.37777965315442824,-0.4830761252144323,-0.2724831810944242,0.049704671385239055,-0.08755881575458181,0.18696815852505994,0.4274843245396673,0.25448544613270485,0.6004832029466297,0
pro_dancer,Kym Herjavec,0.07788294124007397,-0.07472974737122476,0.2304956298513727,-0.0061773731008184915,-0.033696835428772165,0.021342089227135184,-0.08406031434089246,-0.23913434031555042,0.0710137116337655,0
pro_dancer,Kym Johnson,0.05487996007312142,0.0012148625419264383,0.1085450576043164,0.0045232349565369505,-0.014134350036174703,0.023180819949248605,-0.05035672511658447,-0.10717263988342537,0.006459189650256429,1
pro_dancer,Lacey Schwimmer,0.022988946530584205,-0.040926376768504684,0.08690426982967309,0.005208502413003031,-0.017397571524227235,0.027814576350233298,-0.017780444117581173,-0.08557574728293751,0.05001485904777517,1
pro_dancer,Lindsay Arnold,0.012645279892622197,-0.039621737865020754,0.06491229765026514,0.02428967589497059,0.0021490845312535506,0.04643026725868763,0.011644396002348394,-0.04511868118003193,0.06840747318472871,1
pro_dancer,Louis van Amstel,0.004584082451022796,-0.05240196618585423,0.061570131087899826,0.00416677781130071,-0.01699380640308783,0.025327362025689252,-0.00041730463972208635,-0.06120529739765697,0.06037068811821279,1
pro_dancer,Maksim Chmerkoskiy,0.043185638860395774,-0.007363172040386036,0.09373444976117759,0.002943624409654695,-0.01554900051304391,0.0214362493323533,-0.040242014450741076,-0.09406728230901198,0.013583253407529833,1
pro_dancer,Mark Ballas,0.0647947343667417,0.018314915836562556,0.11127455289692084,-0.005904820738848992,-0.023992003964426974,0.01218236248672899,-0.07069955510559069,-0.12057459623473678,-0.020824513976444595,0
pro_dancer,Nick Kosovich,0.006525284393818193,-0.12145400863567427,0.13450457742331065,-0.028528118064563016,-0.06502440717454032,0.007968171045414283,-0.035053402458381205,-0.1681348758614351,0.0980280709446727,0
pro_dancer,Pasha Pashkov,-0.0065882834176892256,-0.06852115530818476,0.05534458847280631,-0.0065753718386532605,-0.06478665468036499,0.05163591100305846,1.2911579035965008e-05,-0.08498258283497573,0.08500840599304765,1
pro_dancer,Peta Murgatroyd,0.008701292578161414,-0.04106518868704967,0.0584677738433725,-0.0022168057525057657,-0.021039694352857356,0.016606082847845826,-0.010918098330667179,-0.06412527635000825,0.04228907968867389,0
pro_dancer,Rylee Arnold,-0.17507880698366468,-0.24715634208613138,-0.10300127188119798,0.22197901828312636,0.13487779039276843,0.3090802461734843,0.397057825266791,0.28400122454637583,0.5101144259872062,0
pro_dancer,Sasha Farber,0.07264794259901122,0.025143027669954812,0.12015285752806763,0.0009411388116525211,-0.02030637181054118,0.02218864943384622,-0.0717068037873587,-0.12374691956410463,-0.019666688010612776,1
pro_dancer,Sharna Burgess,0.0311729134114095,-0.019078657314205737,0.08142448413702474,0.0010193882899066288,-0.016817652265609852,0.01885642884542311,-0.03015352512150287,-0.08347688188165678,0.02316983163865103,1
pro_dancer,Tony Dovolani,0.06175929294254694,0.010806816787563948,0.11271176909752992,0.007130941997291438,-0.010803943760832779,0.025065827755415656,-0.0546283509452555,-0.10864515345596577,-0.0006115484345452227,1
pro_dancer,Tristan MacManus,0.0795843718318282,2.925051309853044e-05,0.15913949315055786,0.015213535790604473,-0.007239518495052518,0.03766659007626146,-0.06437083604122373,-0.14703374776584455,0.018292075683397094,1
pro_dancer,Tyne Stecklein,0.05855526613601616,-0.11464109814645551,0.23175163041848784,0.0022276562531521947,-0.028652710300389517,0.03310802280669391,-0.05632760988286396,-0.2322553724422387,0.11960015267651077,1
pro_dancer,Val Chmerkovskiy,-0.013523244985661376,-0.15056028513921513,0.12351379516789238,0.04501717628902913,-0.13004473578840636,0.22007908836646461,0.05854042127469051,-0.16377877140613598,0.280859613955517,0
pro_dancer,Val Chmerkovskiy (Joey Graziadei week 9),0.055353264353077226,-0.05690962538659868,0.16761615409275313,0.2509284410662476,0.11069699559982463,0.39115988653267064,0.1955751767131704,0.01594273334531715,0.37520762008102365,1
pro_dancer,Valentin Chmerkovskiy,0.08771012933715003,0.04246377080775572,0.13295648786654435,0.008087405272360454,-0.010171422031756671,0.026346232576477578,-0.07962272406478957,-0.12841429848796293,-0.030831149641616193,1
pro_dancer,Witney Carson,0.06277461249067241,0.015425635248758632,0.1101235897325862,0.001346181807355384,-0.017348603949687062,0.020040967564397834,-0.06142843068331703,-0.11233442895814694,-0.010522432408487117,1
pro_dancer,Witney Carson (Xoshitl Gomez week 9),0.15322838782092993,0.043380085586130906,0.263076690055729,0.24299841182011428,0.1015248544533418,0.38447196918688675,0.08977002399918435,-0.0893428368954963,0.268882884893865,1
industry,Fashion,-0.0181417132030241,-0.05917045751636331,0.022887031110315106,-0.018133250417444145,-0.02759326372240229,-0.008673237112485998,8.462785579956e-06,-0.042096759119301976,0.04211368469046189,1
industry,Media,0.012417940789254872,-0.0058262255952337486,0.030662107173743493,0.0068406343387978075,0.0002952755698314201,0.013385993107764196,-0.005577306450457065,-0.02496006498683134,0.01380545208591721,1
industry,Music,0.00603651579154561,-0.012722665386738417,0.024795696969829636,-0.0023785184588629347,-0.00835923352852672,0.0036021966108008507,-0.008415034250408545,-0.02810451954647937,0.011274451045662279,0
industry,Other,0.01102536658525012,-0.017760276111021142,0.039811009281521384,0.010060951176840057,0.0011653968039750714,0.018956505549705044,-0.0009644154084100624,-0.031093207502319045,0.02916437668549892,1
industry,Politics,-0.21426577718586548,-0.2946181657273282,-0.13391338864440278,0.010969867085084574,-0.010436911588811158,0.032376645758980305,0.22523564427095005,0.14208062928381088,0.30839065925808923,0
industry,Social Media,0.1008459838613971,0.06072536562909236,0.14096660209370185,0.0015745443810533538,-0.020691125757784184,0.02384021451989089,-0.09927143948034375,-0.1451563397643573,-0.05338653919633022,1
industry,Sports,-0.011888815067519303,-0.029448528887127547,0.00567089875208894,0.003506253422407566,-0.0025891925445310133,0.009601699389346146,0.01539506848992687,-0.00319250830110236,0.0339826452809561,0
age_1sd,age_1sd,-0.02955710209638622,-0.037230174884661925,-0.021884029308110512,-0.008239281502529595,-0.010695949301460509,-0.00578261370359868,0.021317820593856625,0.013261067979528618,0.02937457320818463,1
